Year,Value,Units
2015,60.3,Porcentaje
2016,60.7,Porcentaje
2017,61.4,Porcentaje
2018,61.8,Porcentaje
2019,62.1,Porcentaje
2020,61.3,Porcentaje
2021,62.3,Porcentaje
2022,61.7,Porcentaje
2023,64.4,Porcentaje
2024,63.6,Porcentaje
2025,63.0,Porcentaje
