Year,Value,Units
2015,33.0,Promedio de días
2016,32.7,Promedio de días
2017,30.1,Promedio de días
2018,29.3,Promedio de días
2019,31.1,Promedio de días
2020,22.6,Promedio de días
2021,20.9,Promedio de días
2022,21.6,Promedio de días
2023,24.0,Promedio de días
2024,25.9,Promedio de días
2025,24.7,Promedio de días
