Year,Value,Units
2015,159.2,Litros
2016,162.5,Litros
2017,163.6,Litros
2018,161.2,Litros
2019,161.5,Litros
2020,150.1,Litros
2021,147.4,Litros
2022,153.2,Litros
2023,150.1,Litros
2024,142.9,Litros
2025,146.4,Litros
