Year,Value,Units
2016,50.0,Porcentaje
2017,7.0,Porcentaje
2018,10.0,Porcentaje
2019,7.0,Porcentaje
2020,11.0,Porcentaje
2021,8.0,Porcentaje
2022,4.4,Porcentaje
2023,4.3,Porcentaje
2024,6.0,Porcentaje
2025,5.8,Porcentaje
