Year,Value,Units
2015,6.1,Tasa de actividad empresarial
2016,7.0,Tasa de actividad empresarial
2017,8.5,Tasa de actividad empresarial
2018,8.6,Tasa de actividad empresarial
2019,7.1,Tasa de actividad empresarial
2020,6.9,Tasa de actividad empresarial
2021,7.2,Tasa de actividad empresarial
2022,7.3,Tasa de actividad empresarial
2023,8.3,Tasa de actividad empresarial
2024,9.0,Tasa de actividad empresarial
