Year,Value,Units
2016-2017,12.1,Porcentaje
2017-2018,9.9,Porcentaje
2018-2019,11.4,Porcentaje
2019-2020,10.0,Porcentaje
2020-2021,11.7,Porcentaje
2021-2022,11.9,Porcentaje
2022-2023,11.3,Porcentaje
2024-2025,12.5,Porcentaje
