Year,Value,Units
2015,100.0,Porcentaje
2016,100.0,Porcentaje
2017,98.1,Porcentaje
2018,98.1,Porcentaje
2019,100.0,Porcentaje
2020,100.0,Porcentaje
2021,100.0,Porcentaje
2022,100.0,Porcentaje
2023,100.0,Porcentaje
2024,100.0,Porcentaje
