Year,Value,Units
2016-2017,7.8,Porcentaje
2017-2018,9.4,Porcentaje
2018-2019,10.9,Porcentaje
2019-2020,12.7,Porcentaje
2020-2021,17.0,Porcentaje
2021-2022,20.3,Porcentaje
2022-2023,20.9,Porcentaje
2024-2025,13.7,Porcentaje
