Year,Value,Units
2015,0.61,Porcentaje
2016,0.59,Porcentaje
2017,0.66,Porcentaje
2018,0.66,Porcentaje
2019,0.63,Porcentaje
2020,0.67,Porcentaje
2021,0.68,Porcentaje
2022,0.63,Porcentaje
2023,0.62,Porcentaje
2024,0.61,Porcentaje
2025,0.59,Porcentaje
