Year,Value,Units
2016,32.4,Porcentaje
2017,32.3,Porcentaje
2018,33.4,Porcentaje
2019,37.4,Porcentaje
2020,52.8,Porcentaje
2021,53.4,Porcentaje
2022,56.1,Porcentaje
2023,53.4,Porcentaje
2024,54.7,Porcentaje
