Year,Value,Units
2016,15.2,Porcentaje
2017,15.4,Porcentaje
2018,14.7,Porcentaje
2019,16.5,Porcentaje
2020,14.4,Porcentaje
2021,14.9,Porcentaje
2022,18.9,Porcentaje
2023,19.4,Porcentaje
2024,19.3,Porcentaje
2025,17.8,Porcentaje
