Year,Value,Units
2015,2.71,Porcentaje
2016,1.54,Porcentaje
2017,3.67,Porcentaje
2018,7.06,Porcentaje
2019,9.63,Porcentaje
2020,7.83,Porcentaje
2021,3.83,Porcentaje
2022,3.23,Porcentaje
2023,5.64,Porcentaje
2024,11.91,Porcentaje
2025,10.57,Porcentaje
