Year,Value,Units
2015,22.9,Media
2016,28.5,Media
2017,25.0,Media
2018,22.2,Media
2019,20.4,Media
2020,10.9,Media
2021,12.4,Media
2022,14.4,Media
2023,17.8,Media
2024,15.0,Media
2025,13.6,Media
