Year,Value,Units
2015,105.5,Litros
2016,107.5,Litros
2017,108.3,Litros
2018,107.0,Litros
2019,107.3,Litros
2020,110.4,Litros
2021,106.1,Litros
2022,103.8,Litros
2023,102.7,Litros
2024,98.4,Litros
2025,99.3,Litros
