Year,Value,Units
2016,0.18,m3
2017,0.77,m3
2018,1.21,m3
2019,2.9,m3
2020,3.63,m3
2021,5.58,m3
2022,4.99,m3
2023,4.49,m3
2024,4.94,m3
2025,4.75,m3
