Year,Value,Units
2015,35.6,Porcentaje
2016,35.3,Porcentaje
2017,35.7,Porcentaje
2018,37.3,Porcentaje
2019,38.3,Porcentaje
2020,39.2,Porcentaje
2021,39.5,Porcentaje
2022,39.4,Porcentaje
2023,40.7,Porcentaje
2024,41.4,Porcentaje
2025,41.6,Porcentaje
