Year,Value,Units
2015,44.7,Tasa por 100.000
2016,31.5,Tasa por 100.000
2017,37.7,Tasa por 100.000
2018,44.3,Tasa por 100.000
2019,43.4,Tasa por 100.000
2020,37.3,Tasa por 100.000
2021,34.0,Tasa por 100.000
2022,47.7,Tasa por 100.000
