Year,Value,Units
2015,22.3,Porcentaje
2016,18.5,Porcentaje
2017,16.7,Porcentaje
2018,23.7,Porcentaje
2019,21.2,Porcentaje
2020,30.3,Porcentaje
2021,29.8,Porcentaje
2022,36.8,Porcentaje
2023,26.0,Porcentaje
2024,19.1,Porcentaje
2025,18.4,Porcentaje
