Year,Value,Units
2015-2016,65.6,Porcentaje
2016-2017,68.7,Porcentaje
2017-2018,69.3,Porcentaje
2018-2019,68.3,Porcentaje
2019-2020,69.5,Porcentaje
2020-2021,61.0,Porcentaje
2021-2022,66.9,Porcentaje
2022-2023,72.5,Porcentaje
2023-2024,74.2,Porcentaje
2024-2025,71.3,Porcentaje
2025-2026,71.8,Porcentaje
