Year,Value,Units
2015,1.28,Porcentaje
2016,1.28,Porcentaje
2017,1.31,Porcentaje
2018,1.36,Porcentaje
2019,1.38,Porcentaje
2020,1.39,Porcentaje
2021,1.41,Porcentaje
2022,1.49,Porcentaje
2023,1.55,Porcentaje
2024,1.69,Porcentaje
