Year,Value,Units
2017,0.73,Porcentaje
2018,0.86,Porcentaje
2019,0.98,Porcentaje
2020,1.06,Porcentaje
2021,1.26,Porcentaje
2022,1.38,Porcentaje
2023,1.93,Porcentaje
2024,1.92,Porcentaje
2025,1.81,Porcentaje
