Year,Units,Value
2015,Porcentaje,67.7
2016,Porcentaje,65.5
2017,Porcentaje,67.6
2018,Porcentaje,66.7
2019,Porcentaje,75.4
2020,Porcentaje,77.4
2021,Porcentaje,83.3
2022,Porcentaje,80.4
2023,Porcentaje,71.7
2024,Porcentaje,79.2
