Year,Units,Value
2015,Percentatge,38.6
2016,Percentatge,41.5
2017,Percentatge,43.4
2018,Percentatge,48.6
2019,Percentatge,45.9
2020,Percentatge,42.0
2021,Percentatge,44.2
2022,Percentatge,44.8
