Year,Value,Units
2015,2.71,Percentage
2016,1.54,Percentage
2017,3.67,Percentage
2018,7.06,Percentage
2019,9.63,Percentage
2020,7.83,Percentage
2021,3.83,Percentage
2022,3.23,Percentage
2023,5.64,Percentage
2024,11.91,Percentage
2025,10.57,Percentage
