Year,Value,Units
2015,45.3,Percentage
2016,48.3,Percentage
2017,44.7,Percentage
2018,45.9,Percentage
2019,42.9,Percentage
2020,48.8,Percentage
2021,40.1,Percentage
2022,31.6,Percentage
2023,27.5,Percentage
2024,32.7,Percentage
2025,33.7,Percentage
