Year,Value,Units
2015,7.2,Percentage
2016,8.8,Percentage
2017,9.0,Percentage
2018,9.1,Percentage
2019,9.1,Percentage
2020,9.0,Percentage
2021,9.2,Percentage
2022,9.2,Percentage
2023,9.2,Percentage
2024,9.1,Percentage
2025,9.0,Percentage
