Year,Value,Units
2016-2017,30.7,Percentage
2017-2018,30.9,Percentage
2018-2019,30.6,Percentage
2019-2020,28.5,Percentage
2020-2021,34.0,Percentage
2021-2022,25.6,Percentage
2022-2023,28.4,Percentage
2024-2025,19.2,Percentage
