Year,Value,Units
2015,67.5,Index (0-100)
2017,70.3,Index (0-100)
2018,72.3,Index (0-100)
2019,73.0,Index (0-100)
2020,74.1,Index (0-100)
2021,76.5,Index (0-100)
2022,76.7,Index (0-100)
