Year,Value,Units
2016,50.0,Percentage
2017,7.0,Percentage
2018,10.0,Percentage
2019,7.0,Percentage
2020,11.0,Percentage
2021,8.0,Percentage
2022,4.4,Percentage
2023,4.3,Percentage
2024,6.0,Percentage
2025,5.8,Percentage
