Year,Value,Units
2015,22.9,Mean
2016,28.5,Mean
2017,25.0,Mean
2018,22.2,Mean
2019,20.4,Mean
2020,10.9,Mean
2021,12.4,Mean
2022,14.4,Mean
2023,17.8,Mean
2024,15.0,Mean
2025,13.6,Mean
