Year,Value,Units
2015,103.0,Total Number in Thousands
2016,93.8,Total Number in Thousands
2017,80.3,Total Number in Thousands
2018,83.0,Total Number in Thousands
2019,70.3,Total Number in Thousands
2020,103.9,Total Number in Thousands
2021,58.1,Total Number in Thousands
2022,68.1,Total Number in Thousands
2023,54.0,Total Number in Thousands
2024,51.5,Total Number in Thousands
2025,75.7,Total Number in Thousands
