Year,Value,Units
2015,35.6,Percentage
2016,35.3,Percentage
2017,35.7,Percentage
2018,37.3,Percentage
2019,38.3,Percentage
2020,39.2,Percentage
2021,39.5,Percentage
2022,39.4,Percentage
2023,40.7,Percentage
2024,41.3,Percentage
2025,41.3,Percentage
