Year,Value,Units
2016-2017,7.8,Percentage
2017-2018,9.4,Percentage
2018-2019,10.9,Percentage
2019-2020,12.7,Percentage
2020-2021,17.0,Percentage
2021-2022,20.3,Percentage
2022-2023,20.9,Percentage
2024-2025,13.7,Percentage
