Year,Value,Units
2016-2017,12.1,Percentage
2017-2018,9.9,Percentage
2018-2019,11.4,Percentage
2019-2020,10.0,Percentage
2020-2021,11.7,Percentage
2021-2022,11.9,Percentage
2022-2023,11.3,Percentage
2024-2025,12.5,Percentage
