Year,Value,Units
2015,1422939,m3
2016,1273611,m3
2017,1307061,m3
2018,1111559,m3
2019,1265132,m3
2020,1048718,m3
2021,1092975,m3
2022,1405412,m3
2023,1135530,m3
2024,753919,m3
2025,831992,m3
