Year,Value,Units
2015,20349.08,Total Number
2016,21328.04,Total Number
2017,22246.8,Total Number
2018,24420.38,Total Number
2019,26401.09,Total Number
2020,27695.55,Total Number
2021,27811.05,Total Number
2022,33136.69,Total Number
2023,42849.82,Total Number
2024,46407.18,Total Number
2025,48405.43,Total Number
