Year,Value,Units
2015,5.63,Percentage
2016,5.45,Percentage
2017,5.6,Percentage
2018,5.74,Percentage
2019,5.43,Percentage
2020,5.83,Percentage
2021,5.79,Percentage
2022,5.64,Percentage
2023,5.77,Percentage
2024,5.98,Percentage
2025,5.77,Percentage
