Year,Value,Units
2015,1.28,Percentage
2016,1.28,Percentage
2017,1.31,Percentage
2018,1.36,Percentage
2019,1.38,Percentage
2020,1.39,Percentage
2021,1.41,Percentage
2022,1.49,Percentage
2023,1.55,Percentage
2024,1.69,Percentage
