Year,Value,Units
2015-2016,65.6,Percentage
2016-2017,68.7,Percentage
2017-2018,69.3,Percentage
2018-2019,68.3,Percentage
2019-2020,69.5,Percentage
2020-2021,61.0,Percentage
2021-2022,66.9,Percentage
2022-2023,72.5,Percentage
2023-2024,74.2,Percentage
2024-2025,71.3,Percentage
2025-2026,71.8,Percentage
