Year,Value,Units
2015,2454.1,Rate per 100.000
2016,2312.0,Rate per 100.000
2017,2476.9,Rate per 100.000
2018,2205.6,Rate per 100.000
2019,2056.3,Rate per 100.000
2020,2293.1,Rate per 100.000
2021,2215.1,Rate per 100.000
2022,2191.0,Rate per 100.000
2023,2096.8,Rate per 100.000
