Year,Value,Units
2014-2015,35.6,Percentage
2015-2016,36.8,Percentage
2016-2017,43.0,Percentage
2017-2018,52.6,Percentage
2018-2019,51.5,Percentage
2019-2020,52.1,Percentage
2020-2021,52.0,Percentage
2021-2022,53.1,Percentage
2022-2023,53.7,Percentage
2023-2024,55.2,Percentage
2024-2025,62.2,Percentage
