Year,Value,Units
2016,32.4,Percentage
2017,32.3,Percentage
2018,33.4,Percentage
2019,37.4,Percentage
2020,52.8,Percentage
2021,53.4,Percentage
2022,56.1,Percentage
2023,53.4,Percentage
2024,54.7,Percentage
