Year,Value,Units
2015,38.6,Percentage
2016,41.5,Percentage
2017,43.4,Percentage
2018,48.6,Percentage
2019,45.9,Percentage
2020,42.0,Percentage
2021,44.2,Percentage
2022,44.8,Percentage
2023,42.9,Percentage
2024,45.3,Percentage
2025,45.8,Percentage
