Year,Value,Units
2015,33.0,Average days
2016,32.7,Average days
2017,30.1,Average days
2018,29.3,Average days
2019,31.1,Average days
2020,22.6,Average days
2021,20.9,Average days
2022,21.6,Average days
2023,24.0,Average days
2024,25.9,Average days
2025,24.7,Average days
