Year,Value,Units
2015,16.9,Percentage
2016,18.1,Percentage
2017,19.7,Percentage
2018,21.3,Percentage
2019,20.9,Percentage
2020,17.7,Percentage
2021,18.6,Percentage
2022,13.9,Percentage
2023,13.2,Percentage
2024,11.6,Percentage
2025,11.1,Percentage
