Year,Value,Units
2015,1.27,Kg/inhabitant/day
2016,1.28,Kg/inhabitant/day
2017,1.29,Kg/inhabitant/day
2018,1.34,Kg/inhabitant/day
2019,1.32,Kg/inhabitant/day
2020,1.18,Kg/inhabitant/day
2021,1.2,Kg/inhabitant/day
2022,1.24,Kg/inhabitant/day
2023,1.22,Kg/inhabitant/day
2024,1.22,Kg/inhabitant/day
2025,1.21,Kg/inhabitant/day
