Year,Value,Units
2015,27.0,Percentage
2016,38.0,Percentage
2017,42.0,Percentage
2018,34.0,Percentage
2019,42.0,Percentage
2020,44.0,Percentage
2021,69.0,Percentage
2022,68.0,Percentage
2023,76.0,Percentage
2024,84.0,Percentage
2025,86.0,Percentage
