Year,Units,Value
2015,Puntuació 0-10,6.5
2016,Puntuació 0-10,6.7
2017,Puntuació 0-10,6.7
2018,Puntuació 0-10,6.7
2019,Puntuació 0-10,6.5
2020,Puntuació 0-10,6.1
2021,Puntuació 0-10,6.4
