Year,Units,Value
2015,Mitjana,22.9
2016,Mitjana,28.5
2017,Mitjana,25.0
2018,Mitjana,22.2
2019,Mitjana,20.4
2020,Mitjana,10.9
2021,Mitjana,12.4
2022,Mitjana,14.4
2023,Mitjana,17.8
2024,Mitjana,15.0
