Year,Units,Value
2015,Ha,9.5
2016,Ha,15.3
2017,Ha,16.8
2018,Ha,11.1
2019,Ha,3.6
2020,Ha,2.3
2021,Ha,7.0
2022,Ha,9.2
2023,Ha,8.8
2024,Ha,2.5
2025,Ha,2.6
