Year,Units,Value
2015,Euros,160.6
2016,Euros,185.3
2017,Euros,190.4
2018,Euros,211.5
2019,Euros,211.8
2020,Euros,229.3
2021,Euros,230.8
2022,Euros,251.8
2023,Euros,266.1
2024,Euros,274.3
2025,Euros,300.0
2015,Percentatge,9.2
2016,Percentatge,11.0
2017,Percentatge,11.5
2018,Percentatge,12.9
2019,Percentatge,13.0
2020,Percentatge,13.9
2021,Percentatge,12.7
2022,Percentatge,12.9
2023,Percentatge,13.1
2024,Percentatge,12.7
2025,Percentatge,13.7
