Year,Units,Value
2014,m2,109899
2015,m2,109994
2016,m2,110115
2017,m2,110115
2018,m2,110415
2019,m2,110632
2020,m2,110760
2021,m2,110846
2022,m2,110846
2023,m2,110846
2024,m2,110886
2025,m2,116729
