Year,Units,Value
2015,x1000 tons of CO2,285.6
2016,x1000 tons of CO2,289.5
2017,x1000 tons of CO2,261.8
2018,x1000 tons of CO2,287.6
2019,x1000 tons of CO2,289.1
2020,x1000 tons of CO2,265.2
2021,x1000 tons of CO2,270.8
2022,x1000 tons of CO2,246.8
2023,x1000 tons of CO2,235.8
