Year,Units,Value
2015,Percentatge,11.8
2016,Percentatge,8.1
2017,Percentatge,12.2
2018,Percentatge,12.5
2019,Percentatge,15.4
2020,Percentatge,17.5
2021,Percentatge,15.7
2022,Percentatge,15.7
2023,Percentatge,15.2
2024,Percentatge,14.3
2025,Percentatge,8.7
