Year,Units,Value
2016-2017,Porcentaje,7.8
2017-2018,Porcentaje,9.4
2018-2019,Porcentaje,10.9
2019-2020,Porcentaje,12.7
2020-2021,Porcentaje,17.0
2021-2022,Porcentaje,20.3
2022-2023,Porcentaje,20.9
2024-2025,Porcentaje,13.7
