Year,Value,Units
2015,0.21,Percentatge
2016,0.33,Percentatge
2017,0.2,Percentatge
2018,0.16,Percentatge
2019,0.14,Percentatge
2020,0.27,Percentatge
2021,0.19,Percentatge
