Year,Value,Units
2016-2017,2.0,Percentatge
2017-2018,2.0,Percentatge
2018-2019,2.8,Percentatge
2019-2020,4.4,Percentatge
2020-2021,4.8,Percentatge
2021-2022,5.5,Percentatge
2022-2023,6.2,Percentatge
