Year,Value,Units
2015,41.8,Percentatge
2016,39.1,Percentatge
2017,40.4,Percentatge
2018,42.9,Percentatge
2019,39.9,Percentatge
2020,40.0,Percentatge
2021,40.1,Percentatge
2022,39.9,Percentatge
