Year,Units,Value
2016-2017,Percentage,8.6
2017-2018,Percentage,7.3
2018-2019,Percentage,5.6
2019-2020,Percentage,9.1
2020-2021,Percentage,11.7
2021-2022,Percentage,10.9
2022-2023,Percentage,9.1
2024-2025,Percentage,11.2
