Year,Units,Value
2015,Taxa per mil,0.5
2016,Taxa per mil,0.3
2017,Taxa per mil,0.6
2018,Taxa per mil,0.0
2019,Taxa per mil,0.0
2020,Taxa per mil,0.0
2021,Taxa per mil,0.0
